52.30544949,4.75047794,69.648
52.30492318,4.74994885,58.147
52.30445034,4.75056132,57.240
52.30701655,4.75016275,52.131
52.30813934,4.75268188,54.956
52.30734938,4.75127262,51.749
52.30867486,4.74525662,51.892
52.30477287,4.74522610,50.558
52.29915599,4.74149917,49.689
52.29429565,4.73514110,50.339
52.28910188,4.72769769,51.918
52.28399373,4.72033373,52.499
52.27877272,4.71284274,51.664
52.27353646,4.70532159,50.935
52.26821974,4.69767539,51.022
52.26331240,4.69068755,50.029
52.25853653,4.68379210,49.750
52.25390308,4.67705322,51.211
52.24905463,4.67006460,51.807
52.24409737,4.66266253,51.713
52.24115657,4.65519748,53.024
52.23957184,4.65382365,52.999
52.23706980,4.65837144,52.626
52.23356437,4.66495695,53.388
52.23144459,4.66833238,55.104
52.23024137,4.67020521,55.818
52.22660389,4.67505001,53.395
52.22407280,4.67709669,51.726
52.21992671,4.68020963,50.133
52.21494811,4.68042590,50.449
52.21109762,4.67907681,49.381
52.20762899,4.67839679,48.726
52.20191459,4.67905430,48.388
52.19624825,4.68007047,49.145
52.19098404,4.67755985,50.477
52.18730269,4.67428539,48.470
52.18396094,4.67254368,47.007
52.17837854,4.67089860,43.683
52.17288587,4.66928456,41.731
52.16868757,4.66791292,41.578
52.16592040,4.66707854,43.693
52.16049030,4.66565871,44.516
52.15604290,4.66449283,46.182
52.15479609,4.66869561,47.285
52.15372972,4.67665714,47.007
52.15178778,4.68537700,45.919
52.14892100,4.69302629,47.040
52.14532356,4.69902841,50.479
52.14216185,4.70283263,49.160
52.13948809,4.69736046,47.731
52.13629180,4.69272696,47.149
52.13307839,4.68880523,48.854
52.12831468,4.68412861,50.085
52.12365850,4.67918731,52.933
52.12108308,4.67685061,55.014
52.11955752,4.67614510,56.320
52.11636816,4.67626165,56.088
52.11318696,4.67620403,57.476
52.11095888,4.67592648,55.327
52.11097557,4.67096907,51.381
52.10700492,4.66859547,49.548
52.10216024,4.66583043,46.984
52.09720826,4.66380512,47.207
52.09304405,4.66346701,48.508
52.08977845,4.66307641,52.723
52.08561906,4.66281301,51.962
52.08155229,4.66231067,50.066
52.07788983,4.66283584,47.554
52.07460972,4.66168947,45.787
52.07040553,4.66022931,49.081
52.06541113,4.65918569,49.493
52.06210110,4.66080198,48.726
52.05807796,4.66370244,48.229
52.05287727,4.66226084,48.304
52.04824149,4.66069759,48.846
52.04428681,4.66038702,49.367
52.04110586,4.65956879,48.925
52.03757675,4.65911496,49.235
52.03351196,4.65955903,49.282
52.02892401,4.66281060,49.591
52.02637749,4.66692001,50.836
52.02350021,4.66971383,51.149
52.02251354,4.67515735,51.861
52.02099952,4.68087321,51.537
52.01999091,4.68385322,50.216
52.01983964,4.68976647,51.531
52.01884772,4.69584509,48.363
52.01845822,4.70044257,47.883
52.01831807,4.70498031,48.907
52.01833718,4.70887063,49.766
52.01608725,4.70947908,50.826
52.01606763,4.70947402,50.786
52.01606763,4.70947402,50.653
52.01545175,4.70960601,49.217
52.01459714,4.71092323,49.786
52.01441936,4.71156511,49.747
