52.06564091,5.68843198,"Navigation invisible",98.862
52.13603501,5.74953602,"Traffic camera notification",85.240
52.37107176,5.78398815,Confusion,73.190
52.37642924,5.78687192,"Wrong turn (distracted by conversation)",70.228
