52.06580445,5.68825172,100.119
52.06572885,5.68916885,84.868
52.06776586,5.68991231,87.632
52.07223918,5.69145272,89.787
52.07649854,5.69288867,93.581
52.08047801,5.69420781,96.483
52.08546360,5.69604437,95.525
52.09038675,5.69846516,88.452
52.09521594,5.70096325,88.788
52.09990571,5.70235978,86.544
52.10407232,5.70425192,87.129
52.10752004,5.70820092,83.997
52.11040117,5.71256377,83.378
52.11276010,5.71754314,83.529
52.11450686,5.71951759,80.783
52.11822634,5.72130784,80.761
52.12264937,5.72355248,79.375
52.12612564,5.73007269,78.060
52.12945640,5.73635474,78.198
52.12916990,5.74322999,77.696
52.13015294,5.74994496,78.852
52.13156421,5.75109173,79.434
52.13449647,5.75008125,80.727
52.13772043,5.74824572,84.108
52.14145489,5.74449913,86.440
52.14533057,5.73972585,86.941
52.14873192,5.73426169,87.046
52.15198994,5.72816291,86.983
52.15525878,5.72204458,86.219
52.15836329,5.71634908,85.791
52.16085409,5.71155153,84.338
52.16513938,5.70678872,82.656
52.17034793,5.70604443,80.786
52.17561907,5.70613766,81.528
52.18108396,5.70625272,83.817
52.18629910,5.70560090,84.629
52.19065819,5.70250670,83.758
52.19282563,5.70091284,83.792
52.19749597,5.70039194,82.976
52.20041730,5.70179149,80.077
52.20520699,5.70531655,80.168
52.21039323,5.70652480,82.053
52.21370192,5.70614044,87.113
52.21783022,5.70794942,89.069
52.22292469,5.70830866,91.965
52.22783257,5.71015487,96.893
52.23122646,5.71255179,101.707
52.23205930,5.71502630,102.544
52.23291231,5.71506093,101.899
52.23442092,5.71811804,100.632
52.23597291,5.72376533,99.839
52.23859517,5.72805447,101.374
52.24081838,5.73539942,98.625
52.24309103,5.74338917,96.041
52.24577594,5.75082949,91.760
52.24647814,5.75393317,88.633
52.24795036,5.76018839,87.028
52.25051341,5.76440975,81.632
52.25306916,5.76968270,88.535
52.25408804,5.77457521,90.590
52.25595322,5.78012230,91.468
52.25805597,5.78303406,90.954
52.26178887,5.78424104,87.177
52.26615379,5.78485430,87.966
52.27126566,5.78552135,83.056
52.27632692,5.78624809,82.081
52.28129422,5.78688502,86.312
52.28527558,5.78747429,85.987
52.28877976,5.78808217,90.973
52.29122223,5.78827689,91.127
52.29353245,5.78783195,89.032
52.29591936,5.78634887,89.611
52.29796964,5.78483574,90.715
52.30232519,5.78536108,89.582
52.30718977,5.78697091,91.520
52.31241846,5.78892343,91.276
52.31729345,5.79067906,88.816
52.32251931,5.79100188,91.230
52.32746454,5.79055749,87.043
52.33288654,5.79005968,89.629
52.33810837,5.78958744,86.226
52.34304142,5.78900839,80.553
52.34818289,5.78853725,73.311
52.35362706,5.78699353,79.720
52.35815719,5.78608509,75.866
52.36114762,5.78602402,67.946
52.36285072,5.78562799,70.726
52.36610433,5.78404189,72.504
52.36861183,5.78300553,69.215
52.37022310,5.78292533,70.172
52.37107908,5.78410333,70.369
52.37238134,5.78649772,71.557
52.37431488,5.78623073,68.978
52.37589952,5.78669200,70.708
52.37722657,5.78664958,68.379
