52.30770169,4.75065073,"Confusion: Distance indication exceeds distance",48.752
52.15609265,4.66447691,"Searching what lane to take",51.695
52.12273101,4.67831010,"Traffic camera notifications",56.684
52.11090499,4.67187781,"Bad instructions: Nav instructs before it is actually relevant",58.631
52.08583774,4.66278840,"Traffic camera notifications",54.803
52.02001448,4.68295429,"Searching what lane to take and frequent glancing",52.162
52.01828749,4.70880047,"Searching what lane to take",52.679
