52.08328332,5.69515626,"Bad instructions or difficulty interpreting",90.434
52.12360483,5.72528462,"Wrong turn (distracted by conversation)",75.717
52.37106164,5.78403904,"Searching what lane to take",71.911
52.37113069,5.78429481,"Bad instructions or difficulty interpreting",71.616
52.37245986,5.78597310,"Delay (recalculating)",67.358
52.37169666,5.78418009,Confusion,70.108
