52.37105398,5.78401223,"Cannot make turn",61.652
52.37215568,5.78641499,"Takijg detour",61.793
52.37620154,5.78673449,"Searching which lante to takr",59.352
52.37700845,5.78439927,"Warns for parking rules",61.404
