52.08328332,5.69515626,"Verkeerde snelheidsaanduiding",90.434
52.12360483,5.72528462,"Wrong turn (gesprek)",75.717
52.37106164,5.78403904,Searching,71.911
52.37113069,5.78429481,Wegafzetting,71.616
52.37245986,5.78597310,"Opnieuw berekenen",67.358
52.37169666,5.78418009,Confusion,70.108
