52.30481018,4.75168873,71.299
52.30451890,4.75081247,58.233
52.30451615,4.75077604,62.858
52.30565182,4.74944102,62.521
52.30598137,4.74947610,62.337
52.30614137,4.74956778,61.690
52.30614137,4.74956778,61.654
52.30615291,4.74957317,61.653
52.30819137,4.75090422,56.196
52.30838128,4.75396160,53.271
52.30732666,4.75077869,50.639
52.30855023,4.74580802,49.127
52.30639688,4.74509110,49.047
52.30228097,4.74364486,48.410
52.29800169,4.74037591,48.830
52.29427331,4.73509481,50.075
52.29070470,4.72997400,51.458
52.28744708,4.72532119,53.337
52.28370011,4.71995497,52.946
52.28007011,4.71471534,53.501
52.27637837,4.70936496,53.590
52.27267945,4.70403973,52.692
52.26901276,4.69879394,51.580
52.26544042,4.69366701,51.773
52.26167746,4.68827795,52.508
52.25807057,4.68314500,53.686
52.25449038,4.67797712,55.024
52.25086759,4.67277841,55.716
52.24762976,4.66790506,55.179
52.24469870,4.66351278,54.725
52.24195536,4.65941471,54.608
52.24115705,4.65498725,52.572
52.24032671,4.65378487,52.470
52.24128182,4.65112996,51.646
52.24364799,4.64664219,49.869
52.24620964,4.64177173,49.418
52.24873354,4.63704402,51.158
52.25112129,4.63256641,52.231
52.25213870,4.62761614,51.228
52.25221369,4.62466966,50.099
52.25355158,4.62433539,51.760
52.25494797,4.62165426,50.353
52.25543179,4.62131089,50.087
52.25715962,4.62381336,51.806
52.25899167,4.62631899,52.574
52.26017324,4.62802347,51.909
52.26017324,4.62802347,52.015
52.26017324,4.62802347,52.118
52.26045393,4.62843520,54.559
52.26153127,4.62674114,54.410
52.26133453,4.62677795,54.615
52.26133453,4.62677795,54.443
52.26133026,4.62688256,53.482
52.26105219,4.62760769,49.344
52.26095481,4.62778758,49.166
52.26005851,4.62786821,47.740
52.25806498,4.62497840,47.041
52.25609630,4.62221576,47.625
52.25508234,4.62120799,48.299
52.25358272,4.62395654,48.650
52.25218588,4.62458598,49.706
52.25180016,4.62577295,50.484
52.25152903,4.63078376,53.831
52.24920445,4.63578057,55.869
52.24661766,4.64059976,57.543
52.24400272,4.64545938,58.797
52.24133489,4.65056011,59.845
52.24013650,4.65289079,61.008
52.24013650,4.65289079,61.002
52.23872460,4.65542290,62.139
52.23759373,4.65750823,62.632
52.23759373,4.65750823,62.681
52.23747327,4.65820753,62.979
52.24043125,4.66016750,61.400
52.24399195,4.66385877,61.361
52.24713772,4.66814719,60.952
52.25041668,4.67287691,61.211
52.25380464,4.67771451,61.332
52.25734873,4.68269040,62.944
52.26092741,4.68785285,63.849
52.26462722,4.69318907,63.557
52.26832552,4.69847876,63.436
52.27201189,4.70377290,63.165
52.27565033,4.70898573,62.984
52.27946846,4.71449388,63.594
52.28297034,4.71947784,62.568
52.28676566,4.72498004,62.284
52.29030975,4.73005907,62.336
52.29387786,4.73518636,61.683
52.29745718,4.74041869,61.532
52.30228314,4.74453869,60.830
52.30612636,4.74720359,60.083
52.30647299,4.74925022,59.855
52.30600994,4.75093224,57.376
52.30620827,4.75328289,55.556
