52.30770169,4.75065073,"Verwarring: afslagafstand langer aangegeven dan daadwerkelijk",48.752
52.15609265,4.66447691,16,51.695
52.12273101,4.67831010,15,56.684
52.11090499,4.67187781,"11 nav instructs before it isbactually relevant",58.631
52.08583774,4.66278840,15,54.803
52.02283256,4.67418392,"Stoplicht staat niet aamgegeben",53.304
52.02001448,4.68295429,"Glancing freqyent. Search8ng.",52.162
52.01828749,4.70880047,16,52.679
